file,test instance,total variables,slicing variables,slicing time #1,slicing time #2,slicing time #3,slicing average time,slicing median time,d4 (mc) #1 internal,d4 (mc) #1 time,d4 (mc) #1 count,d4 (mc) #2 internal,d4 (mc) #2 time,d4 (mc) #2 count,d4 (mc) #3 internal,d4 (mc) #3 time,d4 (mc) #3 count,d4 (mc) average time,d4 (mc) median time,d4 (mc) total time,dpmc (mc) #1 internal,dpmc (mc) #1 time,dpmc (mc) #1 count,dpmc (mc) #2 internal,dpmc (mc) #2 time,dpmc (mc) #2 count,dpmc (mc) #3 internal,dpmc (mc) #3 time,dpmc (mc) #3 count,dpmc (mc) average time,dpmc (mc) median time,dpmc (mc) total time,ganak (mc) #1 internal,ganak (mc) #1 time,ganak (mc) #1 count,ganak (mc) #2 internal,ganak (mc) #2 time,ganak (mc) #2 count,ganak (mc) #3 internal,ganak (mc) #3 time,ganak (mc) #3 count,ganak (mc) average time,ganak (mc) median time,ganak (mc) total time,d4 (pmc) #1 internal,d4 (pmc) #1 time,d4 (pmc) #1 count,d4 (pmc) #2 internal,d4 (pmc) #2 time,d4 (pmc) #2 count,d4 (pmc) #3 internal,d4 (pmc) #3 time,d4 (pmc) #3 count,d4 (pmc) average time,d4 (pmc) median time,dpmc (pmc) #1 internal,dpmc (pmc) #1 time,dpmc (pmc) #1 count,dpmc (pmc) #2 internal,dpmc (pmc) #2 time,dpmc (pmc) #2 count,dpmc (pmc) #3 internal,dpmc (pmc) #3 time,dpmc (pmc) #3 count,dpmc (pmc) average time,dpmc (pmc) median time,ganak (pmc) #1 internal,ganak (pmc) #1 time,ganak (pmc) #1 count,ganak (pmc) #2 internal,ganak (pmc) #2 time,ganak (pmc) #2 count,ganak (pmc) #3 internal,ganak (pmc) #3 time,ganak (pmc) #3 count,ganak (pmc) average time,ganak (pmc) median time
"axtls,unknown,1,hierarchy,z3.dimacs",1,116,6,0.405897855758667,0.41573095321655273,0.4095790386199951,0.41040261586507161,0.4095790386199951,9.8,0.021460771560668945,2,7.5,0.016180992126464844,2,8.5,0.020735979080200195,2,0.019459247589111328,0.020735979080200195,0.430315017700195295,0.004270792007446289,0.07260489463806152,2,0.00466609001159668,0.07229924201965332,2,0.004373788833618164,0.07210278511047363,2,0.07233564058939615666666666667,0.07229924201965332,0.48187828063964842,,,,,,,,,,,,,0.011692,0.03527331352233887,2,0.011373,0.03615760803222656,2,0.012313,0.03600335121154785,2,0.03581142425537109333333333333,0.03600335121154785,0.0056133270263671875,0.08840489387512207,2,0.005596160888671875,0.08906793594360352,2,0.0066950321197509766,0.09353280067443848,2,0.09033521016438802333333333333,0.08906793594360352,0.003433,0.05533409118652344,2,0.002322,0.05277705192565918,2,0.003408,0.05612683296203613,2,0.05474599202473958333333333333,0.05533409118652344
"axtls,unknown,1,hierarchy,z3.dimacs",2,116,19,0.4155848026275635,0.44624853134155273,0.4359700679779053,0.43260113398234051,0.4359700679779053,8,0.016739845275878906,256,7.4,0.014229297637939453,256,7.3,0.014460325241088867,256,0.015143156051635742,0.014460325241088867,0.450430393218994167,0.003907918930053711,0.06224370002746582,256,0.0047719478607177734,0.07369017601013184,256,0.004232883453369141,0.07266688346862793,256,0.06953358650207519666666666667,0.07266688346862793,0.50863695144653323,,,,,,,,,,,,,0.012152,0.03498983383178711,256,0.012231,0.03592109680175781,256,0.012414,0.0363011360168457,256,0.03573735555013020666666666667,0.03592109680175781,0.00519871711730957,0.08959650993347168,256,0.00698089599609375,0.08967852592468262,256,0.006979227066040039,0.09087061882019043,256,0.09004855155944824333333333333,0.08967852592468262,0.003364,0.05471467971801758,256,0.003112,0.056920766830444336,256,0.003304,0.05653572082519531,256,0.05605705579121907533333333333,0.05653572082519531
"axtls,unknown,1,hierarchy,z3.dimacs",3,116,25,0.432675838470459,0.41576194763183594,0.4250774383544922,0.4245050748189290466666666667,0.4250774383544922,0.000157,0.018748998641967773,61440,0.000137,0.02174687385559082,61440,0.000134,0.02165961265563965,61440,0.020718495051066081,0.02165961265563965,0.44673705101013185,0.005038022994995117,0.07992076873779297,61440,0.0044405460357666016,0.08218073844909668,61440,0.004957437515258789,0.08555006980895996,61440,0.08255052566528320333333333333,0.08218073844909668,0.50725817680358888,0.003322,0.05180811882019043,61440,0.003215,0.05442690849304199,61440,0.003464,0.055205345153808594,61440,0.05381345748901367133333333333,0.05442690849304199,0.47950434684753419,0.013591,0.03789401054382324,61440,0.012439,0.030018329620361328,61440,0.0131,0.03764200210571289,61440,0.035184780756632486,0.03764200210571289,0.005540370941162109,0.08720016479492188,61440,0.006922245025634766,0.09031558036804199,61440,0.007060527801513672,0.0913844108581543,61440,0.08963338534037272333333333333,0.09031558036804199,0.003309,0.058599233627319336,61440,0.003316,0.05659914016723633,61440,0.003111,0.05766463279724121,61440,0.05762100219726562533333333333,0.05766463279724121
"axtls,unknown,1,hierarchy,z3.dimacs",4,116,37,0.4234964847564697,0.4096553325653076,0.4373764991760254,0.4235094388326009,0.4234964847564697,0.00013,0.015940189361572266,122880,0.000119,0.014708280563354492,122880,0.000131,0.017251253128051758,122880,0.01596657435099283866666666667,0.015940189361572266,0.439436674118041966,0.0039577484130859375,0.07960057258605957,122880,0.005135774612426758,0.07949447631835938,122880,0.004045009613037109,0.08244657516479492,122880,0.08051387468973795666666666667,0.07960057258605957,0.50309705734252927,0.00271,0.047437191009521484,122880,0.002735,0.05365347862243652,122880,0.003191,0.05410432815551758,122880,0.051731665929158528,0.05365347862243652,0.47714996337890622,0.01376,0.036734819412231445,122880,0.014009,0.03818368911743164,122880,0.013457,0.03834080696105957,122880,0.03775310516357421833333333333,0.03818368911743164,0.00673222541809082,0.08861446380615234,122880,0.007319927215576172,0.09510278701782227,122880,0.007062673568725586,0.08860349655151367,122880,0.09077358245849609333333333333,0.08861446380615234,0.003104,0.056198835372924805,122880,0.003265,0.057474374771118164,122880,0.002711,0.056490182876586914,122880,0.05672113100687662766666666667,0.056490182876586914
"axtls,unknown,1,hierarchy,z3.dimacs",5,116,42,0.4724154472351074,0.44904184341430664,0.4782581329345703,0.4665718078613281133333333333,0.4724154472351074,0.0002,0.021146774291992188,3604480,0.000193,0.020917654037475586,3604480,0.000194,0.02127814292907715,3604480,0.02111419041951497466666666667,0.021146774291992188,0.493562221527099588,0.004746675491333008,0.0816645622253418,3604480,0.0053212642669677734,0.08207368850708008,3604480,0.005429983139038086,0.08737325668334961,3604480,0.08370383580525716333333333333,0.08207368850708008,0.55448913574218748,0.003665,0.052666664123535156,3604480,0.003115,0.05379509925842285,3604480,0.003594,0.05493783950805664,3604480,0.053799867630004882,0.05379509925842285,0.52621054649353025,0.014037,0.03764057159423828,3604480,0.013159,0.03014349937438965,3604480,0.013629,0.03703022003173828,3604480,0.03493809700012207,0.03703022003173828,0.0067691802978515625,0.0889577865600586,3604480,0.005987644195556641,0.08958792686462402,3604480,0.006910085678100586,0.09144973754882812,3604480,0.08999848365783691333333333333,0.08958792686462402,0.002442,0.049938201904296875,3604480,0.003644,0.053661346435546875,3604480,0.003693,0.059578895568847656,3604480,0.05439281463623046866666666667,0.053661346435546875
"axtls,unknown,1,hierarchy,z3.dimacs",6,116,31,0.4264249801635742,0.4249610900878906,0.4081685543060303,0.4198515415191650333333333333,0.4249610900878906,0.000144,0.016334056854248047,18432,0.000175,0.01990652084350586,18432,0.000148,0.018759965896606445,18432,0.01833351453145345066666666667,0.018759965896606445,0.443721055984497045,0.004763364791870117,0.08254218101501465,18432,0.0052967071533203125,0.07916522026062012,18432,0.00472712516784668,0.08370256423950195,18432,0.08180332183837890666666666667,0.08254218101501465,0.50750327110290525,0.002509,0.050728559494018555,18432,0.002817,0.049749135971069336,18432,0.003567,0.05533552169799805,18432,0.05193773905436198033333333333,0.050728559494018555,0.475689649581909155,0.012706,0.03721427917480469,18432,0.011908,0.02898263931274414,18432,0.012879,0.03711199760437012,18432,0.03443630536397298333333333333,0.03711199760437012,0.007089138031005859,0.08907699584960938,18432,0.0070650577545166016,0.08627629280090332,18432,0.006630420684814453,0.09337139129638672,18432,0.08957489331563314,0.08907699584960938,0.001966,0.0461580753326416,18432,0.002867,0.05136823654174805,18432,0.002746,0.05612587928771973,18432,0.05121739705403646,0.05136823654174805
"axtls,unknown,1,hierarchy,z3.dimacs",7,116,79,0.4833707809448242,0.4832789897918701,0.46111106872558594,0.47592027982076008,0.4832789897918701,0.000325,0.021916627883911133,22347251712,0.000324,0.022461891174316406,22347251712,0.000331,0.021872758865356445,22347251712,0.022083759307861328,0.021916627883911133,0.505195617675781233,0.0057947635650634766,0.08627653121948242,22347251712,0.005722761154174805,0.08066964149475098,22347251712,0.005263328552246094,0.08775711059570312,22347251712,0.08490109443664550666666666667,0.08627653121948242,0.56955552101135252,0.001938,0.05227160453796387,22347251712,0.003314,0.05759906768798828,22347251712,0.00365,0.05890917778015137,22347251712,0.05625995000203450666666666667,0.05759906768798828,0.54087805747985838,0.016469,0.04033970832824707,22347251712,0.01542,0.033052921295166016,22347251712,0.015311,0.032883644104003906,22347251712,0.035425424575805664,0.033052921295166016,0.005548238754272461,0.0897817611694336,22347251712,0.0069103240966796875,0.08952832221984863,22347251712,0.005841732025146484,0.08461213111877441,22347251712,0.08797407150268554666666666667,0.08952832221984863,0.00374,0.05795431137084961,22347251712,0.003763,0.05847311019897461,22347251712,0.003573,0.05948829650878906,22347251712,0.05863857269287109333333333333,0.05847311019897461
"axtls,unknown,1,hierarchy,z3.dimacs",8,116,67,0.447953462600708,0.42974090576171875,0.41368961334228516,0.43046132723490397,0.42974090576171875,0.000275,0.020945310592651367,11206656,0.000279,0.022522687911987305,11206656,0.000229,0.015329360961914062,11206656,0.01959911982218424466666666667,0.020945310592651367,0.450686216354370117,0.005865335464477539,0.08068132400512695,11206656,0.004897594451904297,0.08535623550415039,11206656,0.005808115005493164,0.0868828296661377,11206656,0.08430679639180501333333333333,0.08535623550415039,0.51509714126586914,0.002684,0.05478930473327637,11206656,0.003119,0.05618476867675781,11206656,0.003504,0.056301116943359375,11206656,0.05575839678446451833333333333,0.05618476867675781,0.48592567443847656,0.014522,0.038634300231933594,11206656,0.014659,0.039148807525634766,11206656,0.014572,0.03873705863952637,11206656,0.03884005546569824333333333333,0.03873705863952637,0.0068950653076171875,0.0834195613861084,11206656,0.005662441253662109,0.0849311351776123,11206656,0.007049560546875,0.08558011054992676,11206656,0.08464360237121582,0.0849311351776123,0.003409,0.055048465728759766,11206656,0.003373,0.057622671127319336,11206656,0.003518,0.05921125411987305,11206656,0.057294130325317384,0.057622671127319336
"axtls,unknown,1,hierarchy,z3.dimacs",9,116,83,0.43797779083251953,0.42279481887817383,0.4544510841369629,0.4384078979492187533333333333,0.43797779083251953,0.000254,0.018196821212768555,955514880,0.000291,0.021953582763671875,955514880,0.00024,0.015043020248413086,955514880,0.018397808074951172,0.018196821212768555,0.456174612045288085,0.00485539436340332,0.08126521110534668,955514880,0.005140781402587891,0.08623027801513672,955514880,0.0063016414642333984,0.0913093090057373,955514880,0.08626826604207356666666666667,0.08623027801513672,0.52420806884765625,0.003538,0.05556821823120117,955514880,0.003149,0.05671238899230957,955514880,0.003355,0.05719280242919922,955514880,0.05649113655090332,0.05671238899230957,0.49469017982482910,0.014874,0.03950142860412598,955514880,0.014759,0.03781604766845703,955514880,0.014866,0.03820633888244629,955514880,0.03850793838500976666666666667,0.03820633888244629,0.005683422088623047,0.08205533027648926,955514880,0.0069427490234375,0.0865180492401123,955514880,0.006906270980834961,0.08673667907714844,955514880,0.08510335286458333333333333333,0.0865180492401123,0.003741,0.05634427070617676,955514880,0.0034,0.05784773826599121,955514880,0.003654,0.05846762657165527,955514880,0.05755321184794108,0.05784773826599121
"axtls,unknown,1,hierarchy,z3.dimacs",10,116,98,0.42807555198669434,0.403095006942749,0.3967857360839844,0.4093187650044759133333333333,0.403095006942749,0.000351,0.02243638038635254,34426847232,0.000371,0.02244734764099121,34426847232,0.000363,0.023464441299438477,34426847232,0.022782723108927409,0.02244734764099121,0.42554235458374021,0.005991220474243164,0.0825185775756836,34426847232,0.005850553512573242,0.08755731582641602,34426847232,0.006184816360473633,0.08647632598876953,34426847232,0.08551740646362305,0.08647632598876953,0.48957133293151853,0.003724,0.059259653091430664,34426847232,0.003768,0.0613250732421875,34426847232,0.003341,0.059435367584228516,34426847232,0.060006697972615560,0.059435367584228516,0.462530374526977516,0.013723,0.03792619705200195,34426847232,0.013181,0.03655290603637695,34426847232,0.012894,0.030059099197387695,34426847232,0.034846067428588865,0.03655290603637695,0.006823062896728516,0.09042716026306152,34426847232,0.007009744644165039,0.08975481986999512,34426847232,0.005724906921386719,0.09135985374450684,34426847232,0.09051394462585449333333333333,0.09042716026306152,0.00336,0.058629751205444336,34426847232,0.00333,0.05669879913330078,34426847232,0.00332,0.05850386619567871,34426847232,0.057944138844807942,0.05850386619567871
