file,test instance,total variables,slicing variables,slicing time #1,slicing time #2,slicing time #3,slicing average time,slicing median time,d4 (mc) #1 internal,d4 (mc) #1 time,d4 (mc) #1 count,d4 (mc) #2 internal,d4 (mc) #2 time,d4 (mc) #2 count,d4 (mc) #3 internal,d4 (mc) #3 time,d4 (mc) #3 count,d4 (mc) average time,d4 (mc) median time,d4 (mc) total time,dpmc (mc) #1 internal,dpmc (mc) #1 time,dpmc (mc) #1 count,dpmc (mc) #2 internal,dpmc (mc) #2 time,dpmc (mc) #2 count,dpmc (mc) #3 internal,dpmc (mc) #3 time,dpmc (mc) #3 count,dpmc (mc) average time,dpmc (mc) median time,dpmc (mc) total time,ganak (mc) #1 internal,ganak (mc) #1 time,ganak (mc) #1 count,ganak (mc) #2 internal,ganak (mc) #2 time,ganak (mc) #2 count,ganak (mc) #3 internal,ganak (mc) #3 time,ganak (mc) #3 count,ganak (mc) average time,ganak (mc) median time,ganak (mc) total time,d4 (pmc) #1 internal,d4 (pmc) #1 time,d4 (pmc) #1 count,d4 (pmc) #2 internal,d4 (pmc) #2 time,d4 (pmc) #2 count,d4 (pmc) #3 internal,d4 (pmc) #3 time,d4 (pmc) #3 count,d4 (pmc) average time,d4 (pmc) median time,dpmc (pmc) #1 internal,dpmc (pmc) #1 time,dpmc (pmc) #1 count,dpmc (pmc) #2 internal,dpmc (pmc) #2 time,dpmc (pmc) #2 count,dpmc (pmc) #3 internal,dpmc (pmc) #3 time,dpmc (pmc) #3 count,dpmc (pmc) average time,dpmc (pmc) median time,ganak (pmc) #1 internal,ganak (pmc) #1 time,ganak (pmc) #1 count,ganak (pmc) #2 internal,ganak (pmc) #2 time,ganak (pmc) #2 count,ganak (pmc) #3 internal,ganak (pmc) #3 time,ganak (pmc) #3 count,ganak (pmc) average time,ganak (pmc) median time
"axtls,unknown,1,hierarchy,z3.dimacs",11,116,110,0.4139280319213867,0.44513630867004395,0.42317867279052734,0.4274143377939859966666666667,0.42317867279052734,0.000372,0.02251267433166504,811748818944,0.000417,0.023064613342285156,811748818944,0.000321,0.019520282745361328,811748818944,0.021699190139770508,0.02251267433166504,0.44569134712219238,0.004790306091308594,0.08450579643249512,811748818944,0.00623321533203125,0.08630919456481934,811748818944,0.006520271301269531,0.09100651741027832,811748818944,0.08727383613586426,0.08630919456481934,0.50948786735534668,0.002987,0.054151296615600586,811748818944,0.002333,0.05692005157470703,811748818944,0.003528,0.05923652648925781,811748818944,0.056769291559855142,0.05692005157470703,0.48009872436523437,0.014132,0.03881263732910156,811748818944,0.013891,0.03761124610900879,811748818944,0.013107,0.030543088912963867,811748818944,0.03565565745035807233333333333,0.03761124610900879,0.006918668746948242,0.09322118759155273,811748818944,0.007026195526123047,0.08433818817138672,811748818944,0.007250547409057617,0.09155631065368652,811748818944,0.08970522880554199,0.09155631065368652,0.00354,0.05265188217163086,811748818944,0.002785,0.055217742919921875,811748818944,0.003317,0.050943851470947266,811748818944,0.05293782552083333366666666667,0.05265188217163086
"axtls,unknown,1,hierarchy,z3.dimacs",12,116,90,0.4300425052642822,0.4384608268737793,0.4138219356536865,0.4274417559305826666666666667,0.4300425052642822,0.00025,0.016237735748291016,9625927680,0.000296,0.0230562686920166,9625927680,0.000331,0.022680997848510742,9625927680,0.020658334096272786,0.022680997848510742,0.452723503112792942,0.005434274673461914,0.08040547370910645,9625927680,0.0050811767578125,0.08691573143005371,9625927680,0.004767894744873047,0.08434700965881348,9625927680,0.08388940493265788,0.08434700965881348,0.51438951492309568,0.00345,0.05645895004272461,9625927680,0.00255,0.05972480773925781,9625927680,0.003289,0.05994749069213867,9625927680,0.05871041615804036333333333333,0.05972480773925781,0.48976731300354001,0.013996,0.037912607192993164,9625927680,0.013714,0.030766010284423828,9625927680,0.013503,0.035379886627197266,9625927680,0.03468616803487141933333333333,0.035379886627197266,0.006633758544921875,0.08371543884277344,9625927680,0.007066011428833008,0.08640646934509277,9625927680,0.006905794143676758,0.08864569664001465,9625927680,0.08625586827596028666666666667,0.08640646934509277,0.002842,0.056937217712402344,9625927680,0.003773,0.0621950626373291,9625927680,0.003735,0.061508893966674805,9625927680,0.06021372477213541633333333333,0.061508893966674805
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",1,120,14,0.423569917678833,0.41944408416748047,0.47320079803466797,0.4387382666269938133333333333,0.423569917678833,0.000132,0.020347118377685547,208,0.000131,0.021339893341064453,208,0.000114,0.016092538833618164,208,0.01925985018412272133333333333,0.020347118377685547,0.443917036056518547,0.0054779052734375,0.07887125015258789,208,0.005267143249511719,0.07840228080749512,208,0.005272388458251953,0.07816696166992188,208,0.07848016421000163,0.07840228080749512,0.50197219848632812,0.003076,0.05231165885925293,208,0.003068,0.05469202995300293,208,0.003643,0.05532050132751465,208,0.05410806337992350333333333333,0.05469202995300293,0.47826194763183593,0.01282,0.03661704063415527,208,0.012839,0.03647780418395996,208,0.01198,0.03038644790649414,208,0.03449376424153645666666666667,0.03647780418395996,0.007485866546630859,0.09465622901916504,208,0.009589195251464844,0.09818744659423828,208,0.009510993957519531,0.09815812110900879,208,0.09700059890747070333333333333,0.09815812110900879,0.003145,0.05553245544433594,208,0.003347,0.06065821647644043,208,0.003329,0.0605006217956543,208,0.05889709790547689,0.0605006217956543
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",2,120,18,0.46793222427368164,0.46096014976501465,0.4778304100036621,0.46890759468078613,0.46793222427368164,0.000186,0.0212399959564209,352,0.000176,0.021495580673217773,352,0.000203,0.023280858993530273,352,0.02200547854105631533333333333,0.021495580673217773,0.489427804946899413,0.00545501708984375,0.07938575744628906,352,0.005587577819824219,0.08696150779724121,352,0.005230903625488281,0.08611798286437988,352,0.08415508270263671666666666667,0.08611798286437988,0.55405020713806152,0.003667,0.051175832748413086,352,0.003273,0.05398273468017578,352,0.00361,0.055854082107543945,352,0.053670883178710937,0.05398273468017578,0.52191495895385742,0.013423,0.0386805534362793,352,0.013791,0.03222060203552246,352,0.013355,0.037950992584228516,352,0.036284049352010092,0.037950992584228516,0.0068590641021728516,0.09278631210327148,352,0.009323596954345703,0.09470176696777344,352,0.009549379348754883,0.09686613082885742,352,0.09478473663330078,0.09470176696777344,0.003699,0.05971240997314453,352,0.003522,0.05934596061706543,352,0.003304,0.060846567153930664,352,0.059968312581380208,0.05971240997314453
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",3,120,15,0.44864797592163086,0.4515354633331299,0.4393763542175293,0.44651993115743002,0.44864797592163086,0.000116,0.016565799713134766,240,0.000121,0.017019271850585938,240,0.000125,0.01890254020690918,240,0.01749587059020996133333333333,0.017019271850585938,0.465667247772216798,0.0054705142974853516,0.08043909072875977,240,0.005373477935791016,0.07967567443847656,240,0.005453824996948242,0.07839322090148926,240,0.07950266202290853,0.07967567443847656,0.52832365036010742,0.002077,0.0499415397644043,240,0.003296,0.05525708198547363,240,0.003424,0.05389690399169922,240,0.05303184191385905,0.05389690399169922,0.50254487991333008,0.011888,0.036093711853027344,240,0.01254,0.036965370178222656,240,0.012114,0.03709053993225098,240,0.03671654065450032666666666667,0.036965370178222656,0.009287595748901367,0.0955655574798584,240,0.009320974349975586,0.10051417350769043,240,0.009194374084472656,0.09339261054992676,240,0.09649078051249186333333333333,0.0955655574798584,0.003335,0.06061077117919922,240,0.003738,0.05416703224182129,240,0.003398,0.05779147148132324,240,0.05752309163411458333333333333,0.05779147148132324
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",4,120,48,0.5257840156555176,0.5016543865203857,0.5079865455627441,0.5118083159128824666666666667,0.5079865455627441,0.000266,0.020290136337280273,311472,0.000334,0.02351665496826172,311472,0.00021,0.015275239944458008,311472,0.019694010416666667,0.020290136337280273,0.528276681900024373,0.0056285858154296875,0.0899500846862793,311472,0.005425691604614258,0.08311033248901367,311472,0.006125688552856445,0.08616423606872559,311472,0.08640821774800618666666666667,0.08616423606872559,0.59415078163146969,0.003733,0.056012630462646484,311472,0.003358,0.057808637619018555,311472,0.00339,0.0571596622467041,311472,0.056993643442789713,0.0571596622467041,0.5651462078094482,0.019223,0.044435977935791016,311472,0.019478,0.04342985153198242,311472,0.019923,0.04568123817443848,311472,0.04451568921407063866666666667,0.044435977935791016,0.007019519805908203,0.0922250747680664,311472,0.009079694747924805,0.09148430824279785,311472,0.007470369338989258,0.09756970405578613,311472,0.09375969568888346,0.0922250747680664,0.002707,0.05648064613342285,311472,0.003129,0.060474395751953125,311472,0.003599,0.0585935115814209,311472,0.05851618448893229166666666667,0.0585935115814209
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",5,120,30,0.4569129943847656,0.4763984680175781,0.48860812187194824,0.4739731947580973133333333333,0.4763984680175781,0.000195,0.019614219665527344,14464,0.000218,0.023276090621948242,14464,0.000187,0.01578831672668457,14464,0.01955954233805338533333333333,0.019614219665527344,0.496012687683105444,0.0055217742919921875,0.0850670337677002,14464,0.005285501480102539,0.08519458770751953,14464,0.005302906036376953,0.08462905883789062,14464,0.08496356010437011666666666667,0.0850670337677002,0.5614655017852783,0.003709,0.05404853820800781,14464,0.00328,0.054221153259277344,14464,0.003591,0.05618858337402344,14464,0.05481942494710286466666666667,0.054221153259277344,0.530619621276855444,0.014413,0.040422916412353516,14464,0.013378,0.03172492980957031,14464,0.013958,0.03901076316833496,14464,0.03705286979675292866666666667,0.03901076316833496,0.009262800216674805,0.10067629814147949,14464,0.007898092269897461,0.09577059745788574,14464,0.008517265319824219,0.09521484375,14464,0.09722057978312174333333333333,0.09577059745788574,0.002223,0.056849002838134766,14464,0.003578,0.060965776443481445,14464,0.002238,0.056841373443603516,14464,0.05821871757507324233333333333,0.056849002838134766
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",6,120,42,0.5348870754241943,0.4951331615447998,0.5121054649353027,0.5140419006347656,0.5121054649353027,0.000298,0.02275681495666504,516608,0.000273,0.023873090744018555,516608,0.000319,0.02364945411682129,516608,0.02342645327250162833333333333,0.02364945411682129,0.53575491905212399,0.00610804557800293,0.08382225036621094,516608,0.004937887191772461,0.08533072471618652,516608,0.006066083908081055,0.08310556411743164,516608,0.08408617973327636666666666667,0.08382225036621094,0.59592771530151364,0.003496,0.05297350883483887,516608,0.003664,0.05931425094604492,516608,0.003675,0.05781197547912598,516608,0.05669991175333659,0.05781197547912598,0.56991744041442868,0.016657,0.04236412048339844,516608,0.016335,0.0406031608581543,516608,0.015141,0.03386116027832031,516608,0.03894281387329101666666666667,0.0406031608581543,0.009283065795898438,0.10114097595214844,516608,0.00958395004272461,0.10157442092895508,516608,0.009488821029663086,0.09993505477905273,516608,0.10088348388671875,0.10114097595214844,0.003417,0.05890154838562012,516608,0.003875,0.06318974494934082,516608,0.003244,0.062476158142089844,516608,0.06152248382568359466666666667,0.062476158142089844
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",7,120,69,0.5217149257659912,0.5403780937194824,0.5032575130462646,0.5217835108439127333333333333,0.5217149257659912,0.000429,0.02701425552368164,215138304,0.000413,0.021085023880004883,215138304,0.00042,0.025411605834960938,215138304,0.024503628412882487,0.025411605834960938,0.547126531600952138,0.006092548370361328,0.08027338981628418,215138304,0.005741596221923828,0.08990621566772461,215138304,0.005934000015258789,0.08632755279541016,215138304,0.08550238609313965,0.08632755279541016,0.60804247856140136,0.0036,0.06086468696594238,215138304,0.003326,0.06041073799133301,215138304,0.003907,0.06053280830383301,215138304,0.06060274442036946666666666667,0.06053280830383301,0.58224773406982421,0.02122,0.045722007751464844,215138304,0.020332,0.0380399227142334,215138304,0.020408,0.044835805892944336,215138304,0.04286591211954752666666666667,0.044835805892944336,0.0071675777435302734,0.09533810615539551,215138304,0.009157419204711914,0.0971827507019043,215138304,0.009262323379516602,0.09694170951843262,215138304,0.09648752212524414333333333333,0.09694170951843262,0.002397,0.05792856216430664,215138304,0.003723,0.05799126625061035,215138304,0.002548,0.059877634048461914,215138304,0.05859915415445963466666666667,0.05799126625061035
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",8,120,80,0.4607663154602051,0.428952693939209,0.44967222213745117,0.4464637438456217566666666667,0.44967222213745117,0.000394,0.025728940963745117,1811115936,0.000403,0.024257183074951172,1811115936,0.000382,0.02489948272705078,1811115936,0.02496186892191568966666666667,0.02489948272705078,0.47457170486450195,0.0074920654296875,0.08843207359313965,1811115936,0.007108449935913086,0.09206938743591309,1811115936,0.007188558578491211,0.08854413032531738,1811115936,0.08968186378479004,0.08854413032531738,0.53821635246276855,0.002434,0.05538678169250488,1811115936,0.0034,0.0588529109954834,1811115936,0.003592,0.06238985061645508,1811115936,0.05887651443481445333333333333,0.0588529109954834,0.50852513313293457,0.019372,0.043886661529541016,1811115936,0.020088,0.04638338088989258,1811115936,0.019129,0.03816986083984375,1811115936,0.042813301086425782,0.043886661529541016,0.009493589401245117,0.09840559959411621,1811115936,0.009350299835205078,0.0924990177154541,1811115936,0.009322881698608398,0.09558773040771484,1811115936,0.09549744923909505,0.09558773040771484,0.003612,0.06294560432434082,1811115936,0.002823,0.06214284896850586,1811115936,0.003537,0.06368327140808105,1811115936,0.06292390823364257666666666667,0.06294560432434082
"fiasco,58aa50a8aae2e9396f1c8d1d0aa53f2da20262ed,1,kconfigreader,z3.dimacs",9,120,65,0.47036266326904297,0.4697744846343994,0.4719884395599365,0.4707085291544596233333333333,0.47036266326904297,0.000345,0.02401280403137207,139567104,0.000343,0.023553133010864258,139567104,0.000364,0.018263816833496094,139567104,0.02194325129191080733333333333,0.023553133010864258,0.493915796279907228,0.006816864013671875,0.09122681617736816,139567104,0.0066449642181396484,0.0835721492767334,139567104,0.006086587905883789,0.08789610862731934,139567104,0.08756502469380696666666666667,0.08789610862731934,0.55825877189636231,0.003477,0.058002471923828125,139567104,0.003858,0.06161189079284668,139567104,0.00352,0.05952930450439453,139567104,0.059714555740356445,0.05952930450439453,0.52989196777343750,0.018525,0.04370617866516113,139567104,0.018246,0.03791356086730957,139567104,0.019551,0.04608654975891113,139567104,0.04256876309712727666666666667,0.04370617866516113,0.008399486541748047,0.08864474296569824,139567104,0.0091400146484375,0.08958053588867188,139567104,0.009446382522583008,0.09757351875305176,139567104,0.09193293253580729333333333333,0.08958053588867188,0.003497,0.06130170822143555,139567104,0.003791,0.06193804740905762,139567104,0.003008,0.061798095703125,139567104,0.06167928377787272333333333333,0.061798095703125
